date,chain,tvl,share_within_chains
2024-04-16,Polygon,11588870,0.03383982672015625
2024-04-16,Solana,53780683,0.15704110871997468
2024-04-16,Sui,6065580,0.017711664394996694
2024-04-17,Ethereum,228830731,0.6706448609710577
2024-04-17,Mantle,41169962,0.12065872149695543
2024-04-17,Polygon,11597411,0.03398907154528652
2024-04-17,Solana,53575729,0.1570168795493996
2024-04-17,Sui,6036164,0.01769046643730078
2024-04-18,Ethereum,230447952,0.671071870648086
2024-04-18,Mantle,41329690,0.12035339060685381
2024-04-18,Polygon,11603051,0.03378845883514359
2024-04-18,Solana,53915333,0.15700318904515362
2024-04-18,Sui,6106763,0.017783090864762895
2024-04-19,Ethereum,233036833,0.6745808263674742
2024-04-19,Mantle,41090097,0.1189451093758199
2024-04-19,Polygon,11609475,0.03360640092114766
2024-04-19,Solana,53664060,0.15534345139780423
2024-04-19,Sui,6053814,0.017524211937753997
2024-04-20,Ethereum,235083214,0.6751216969340701
2024-04-20,Mantle,41289758,0.11857763475599367
2024-04-20,Polygon,11664528,0.03349867395166282
2024-04-20,Solana,54087919,0.155331922843766
2024-04-20,Sui,6083230,0.017470071514507385
2024-04-21,Ethereum,234816142,0.6753724532328098
2024-04-21,Mantle,41329690,0.1188714450757458
2024-04-21,Polygon,11656428,0.03352593355482186
2024-04-21,Solana,53792547,0.15471681002676224
2024-04-21,Sui,6089113,0.017513358109860242
2024-04-22,Ethereum,233911780,0.6738841954422958
2024-04-22,Mantle,41449486,0.11941319725157366
2024-04-22,Polygon,11638244,0.03352900266203406
2024-04-22,Solana,54003485,0.15558042882793285
2024-04-22,Sui,6106763,0.0175931758161636
2024-04-23,Ethereum,233518638,0.6729270727601022
2024-04-23,Mantle,41449486,0.11944434722761117
2024-04-23,Polygon,11619242,0.03348299122381501
2024-04-23,Solana,54325106,0.1565478236386522
2024-04-23,Sui,6106763,0.017597765149819432
2024-04-24,Ethereum,234437646,0.6743813592792152
2024-04-24,Mantle,41329690,0.11888863839209761
2024-04-24,Polygon,11590213,0.03334030916380909
2024-04-24,Solana,54186977,0.15587380195965442
2024-04-24,Sui,6089113,0.01751589120522367
2024-04-25,Ethereum,233943934,0.6717152036530218
2024-04-25,Mantle,41369622,0.11878317848061208
2024-04-25,Polygon,11587533,0.03327088655750788
2024-04-25,Solana,55276487,0.15871348355811019
2024-04-25,Sui,6100880,0.01751724775074804
2024-04-26,Ethereum,275356893,0.7076285884949364
2024-04-26,Mantle,41249826,0.10600626637678444
2024-04-26,Polygon,11579844,0.029758574682608577
2024-04-26,Solana,54862388,0.1409886411737713
2024-04-26,Sui,6077347,0.015617929271899275
2024-04-27,Ethereum,276480560,0.7083106780736257
2024-04-27,Mantle,41289758,0.10577950394225152
2024-04-27,Polygon,11607314,0.029736573341552434
2024-04-27,Solana,54847703,0.1405133644937309
2024-04-27,Sui,6112646,0.015659880148839525
2024-04-28,Ethereum,274654265,0.7097581878096023
2024-04-28,Mantle,40970301,0.10587495006412494
2024-04-28,Polygon,11598163,0.02997183077714224
2024-04-28,Solana,53709894,0.13879645026770596
2024-04-28,Sui,6036164,0.015598581081424534
2024-04-29,Ethereum,280121457,0.7080270547326963
2024-04-29,Mantle,42487720,0.10739075676701008
2024-04-29,Polygon,11586715,0.02928625241113591
2024-04-29,Solana,55163389,0.13942941844238665
2024-04-29,Sui,6277376,0.015866517646771036
2024-04-30,Ethereum,285495463,0.713459716154775
2024-04-30,Mantle,41489418,0.103683008054341
2024-04-30,Polygon,11551730,0.02886803846300212
2024-04-30,Solana,55460065,0.13859597563140738
2024-04-30,Sui,6159712,0.01539326169647453
2024-05-01,Ethereum,293176648,0.7184426903478488
2024-05-01,Mantle,41808875,0.10245454690994665
2024-05-01,Polygon,11589526,0.02840065979366932
2024-05-01,Solana,55337660,0.13560744895328272
2024-05-01,Sui,6159712,0.015094653995252475
2024-05-02,Ethereum,311189259,0.7295582605762967
2024-05-02,Mantle,41968603,0.09839202388247323
2024-05-02,Polygon,11586931,0.027164630466174185
2024-05-02,Solana,55634380,0.13043034207373047
2024-05-02,Sui,6165595,0.014454743001325479
2024-05-03,Ethereum,310370399,0.7263763050414085
2024-05-03,Mantle,41808875,0.09784752746487953
2024-05-03,Polygon,11611756,0.027175608387584687
2024-05-03,Solana,55356391,0.12955349764204635
2024-05-03,Sui,8138542,0.019047061464080906
2024-05-04,Ethereum,308470898,0.7262451271299848
2024-05-04,Mantle,41529350,0.09777417664332029
2024-05-04,Polygon,11337264,0.02669176505261835
2024-05-04,Solana,55318218,0.13023784909529526
2024-05-04,Sui,8091902,0.019051082078781312
2024-05-05,Ethereum,313823938,0.730002960589858
2024-05-05,Mantle,41329690,0.09613924371907236
2024-05-05,Polygon,11617932,0.027025104617518537
2024-05-05,Solana,55077239,0.12811816647051058
2024-05-05,Sui,8045263,0.018714524603040458
2024-05-06,Ethereum,313362535,0.7280823046241235
2024-05-06,Mantle,41489418,0.09639860449480214
2024-05-06,Polygon,11620289,0.02699916502627971
2024-05-06,Solana,55845786,0.12975491334478007
2024-05-06,Sui,8076356,0.018765012510014535
2024-05-07,Ethereum,313517040,0.7284898960120813
2024-05-07,Mantle,41409554,0.09621946445834863
2024-05-07,Polygon,11613981,0.02698630929590394
2024-05-07,Solana,55764282,0.1295741883610804
2024-05-07,Sui,8060810,0.01873014187258576
2024-05-08,Ethereum,320206592,0.7332059116997004
2024-05-08,Mantle,41489418,0.09500206213924528
2024-05-08,Polygon,11608383,0.026580761463131597
2024-05-08,Solana,55340487,0.12671810399437503
2024-05-08,Sui,8076356,0.018493160703547742
2024-05-09,Ethereum,313290419,0.7289327033006098
2024-05-09,Mantle,41489418,0.0965334136857501
2024-05-09,Polygon,11595816,0.02697998084600367
2024-05-09,Solana,55349101,0.1287807330526392
2024-05-09,Sui,8068583,0.01877316911499724
2024-05-10,Ethereum,319123195,0.7338537217527555
2024-05-10,Mantle,41130029,0.09458235982329259
2024-05-10,Polygon,11586321,0.026643831976149866
2024-05-10,Solana,55013466,0.12650862551880215
2024-05-10,Sui,8006397,0.01841146092899984
2024-05-11,Ethereum,322159721,0.735159955322427
2024-05-11,Mantle,41249826,0.09413101099382279
2024-05-11,Polygon,11584871,0.026436368954938595
2024-05-11,Solana,55185270,0.12593132531194384
2024-05-11,Sui,8037490,0.01834133941686786
2024-05-12,Ethereum,320174865,0.7336060140839034
2024-05-12,Mantle,41409554,0.09488033314211643
2024-05-12,Polygon,11582234,0.026537987355525438
2024-05-12,Solana,55227888,0.12654182201951497
2024-05-12,Sui,8045263,0.018433843398939845
2024-05-13,Ethereum,319961635,0.7357797204880581
2024-05-13,Mantle,41329690,0.09504123129030169
2024-05-13,Polygon,11279501,0.025938197537416545
2024-05-13,Solana,54236771,0.12472219116693417
2024-05-13,Sui,8053036,0.01851865951728953
2024-05-14,Ethereum,365292259,0.7605218095472002
2024-05-14,Mantle,41369622,0.08612966469602538
2024-05-14,Polygon,11567343,0.02408268013698352
2024-05-14,Solana,54027893,0.11248360713382242
2024-05-14,Sui,8060810,0.016782238485968482
2024-05-15,Ethereum,365863487,0.7609120905110468
2024-05-15,Mantle,41329690,0.08595627040003997
2024-05-15,Polygon,11585974,0.02409616704097787
2024-05-15,Solana,53997867,0.11230317132495779
2024-05-15,Sui,8045263,0.01673230072297752
2024-05-16,Ethereum,363708841,0.7595934815489955
2024-05-16,Mantle,41409554,0.08648243800114591
2024-05-16,Polygon,11569876,0.024163290525924187
2024-05-16,Solana,54071301,0.11292606378648268
2024-05-16,Sui,8060810,0.016834726137451683
2024-05-17,Ethereum,380458445,0.7675180456140466
2024-05-17,Mantle,41449486,0.08361814254491522
2024-05-17,Polygon,11598781,0.02339880699618939
2024-05-17,Solana,54124379,0.10918784465450344
2024-05-17,Sui,8068583,0.016277160190345415
2024-05-18,Ethereum,382104936,0.7682608237418569
2024-05-18,Mantle,41449486,0.08333840591380522
2024-05-18,Polygon,11613402,0.02334992549524492
2024-05-18,Solana,54127150,0.10882813836720248
2024-05-18,Sui,8068583,0.01622270648189047
2024-05-19,Ethereum,385346570,0.7689418564672912
2024-05-19,Mantle,41689078,0.08318869175799257
2024-05-19,Polygon,11607648,0.023162542752979066
2024-05-19,Solana,54380244,0.10851334624959623
2024-05-19,Sui,8115222,0.016193562772140943
2024-05-20,Ethereum,405475682,0.7776330984484819
2024-05-20,Mantle,41750869,0.08007103524247028
2024-05-20,Polygon,11640271,0.02232405149394387
2024-05-20,Solana,54425280,0.10437839061412861
2024-05-20,Sui,8130768,0.015593424200975304
2024-05-21,Aptos,103,2.0099618902053947e-07
2024-05-21,Ethereum,397114788,0.7749374659388297
2024-05-21,Mantle,41471198,0.08092769662248755
2024-05-21,Polygon,11661975,0.022757403217988404
2024-05-21,Solana,54130880,0.10563204454687514
2024-05-21,Sui,8068583,0.01574518867763021
2024-05-22,Aptos,103,1.9862884119662136e-07
2024-05-22,Ethereum,402737765,0.7766537433792934
2024-05-22,Mantle,41611413,0.08024491985188374
2024-05-22,Polygon,11679704,0.022523554087762555
2024-05-22,Solana,54441993,0.10498786390315118
2024-05-22,Sui,8084129,0.015589720149067976
2024-05-23,Aptos,104,2.038016361599035e-07
2024-05-23,Ethereum,393608018,0.7713265199428533
2024-05-23,Mantle,42005064,0.08231443048270635
2024-05-23,Polygon,11675475,0.022879624114846626
2024-05-23,Solana,54865147,0.10751544929570789
2024-05-23,Sui,8146315,0.015963772362249655
2024-05-24,Aptos,104,1.890419819325707e-07
2024-05-24,Ethereum,434166699,0.7891897429623256
2024-05-24,Mantle,41644334,0.07569737918867249
2024-05-24,Polygon,11665832,0.021205115405503894
2024-05-24,Solana,54589024,0.09922708931466027
2024-05-24,Sui,8076356,0.014680484086855855
2024-05-25,Aptos,103,1.8758243849786947e-07
2024-05-25,Ethereum,433126980,0.7888059717244461
2024-05-25,Mantle,41644334,0.07584219146931781
2024-05-25,Polygon,11662777,0.02124011795453269
2024-05-25,Solana,54589136,0.09941711889681391
2024-05-25,Sui,8068583,0.014694412372451022
2024-05-26,Aptos,104,1.895970293981187e-07
2024-05-26,Ethereum,432200305,0.7879220570477007
2024-05-26,Mantle,41788808,0.07618301787392633
2024-05-26,Polygon,11685100,0.021302502386730354
2024-05-26,Solana,54757808,0.09982613204954364
2024-05-26,Sui,8099676,0.014766101045069582
2024-05-27,Aptos,104,1.887354704425327e-07
2024-05-27,Ethereum,435092877,0.7895909502575963
2024-05-27,Mantle,41609973,0.07551228681977003
2024-05-27,Polygon,11722084,0.021272817676027744
2024-05-27,Solana,54534401,0.0989670752695839
2024-05-27,Sui,8076356,0.01465668124155165
2024-05-28,Aptos,103,1.8638840848533266e-07
2024-05-28,Ethereum,437065327,0.7909117544043834
2024-05-28,Mantle,41592431,0.07526550504005838
2024-05-28,Polygon,11709181,0.02118888942967666
2024-05-28,Solana,54189394,0.09806092140237509
2024-05-28,Sui,8053036,0.014572743335097955
2024-05-29,Aptos,10400000,0.018939306334065254
2024-05-29,Ethereum,422933680,0.7701990888955315
2024-05-29,Mantle,41776399,0.07607846328799397
2024-05-29,Polygon,11696182,0.02129976671509423
2024-05-29,Solana,54232150,0.09876147134663239
2024-05-29,Sui,8084129,0.014721903420682749
2024-05-30,Aptos,10400000,0.01880965251827453
2024-05-30,Ethereum,426607180,0.771570463230865
2024-05-30,Mantle,41960733,0.07589103914827838
2024-05-30,Polygon,11686437,0.02113632876410641
2024-05-30,Solana,54138037,0.09791515999918171
2024-05-30,Sui,8115222,0.01467735633929393
2024-05-31,Aptos,10400000,0.018878449195228773
2024-05-31,Ethereum,424418056,0.770418721897477
2024-05-31,Mantle,41785369,0.07585028517022956
2024-05-31,Polygon,11685833,0.02121253890331037
2024-05-31,Solana,54534867,0.09899362654115944
2024-05-31,Sui,8068583,0.014646378292594861
2024-06-01,Aptos,10410000,0.018883924095825833
2024-06-01,Ethereum,424804198,0.7706023276292189
2024-06-01,Mantle,41785369,0.07579939832008394
2024-06-01,Polygon,11690827,0.021207366924633164
2024-06-01,Solana,54495792,0.09885633041978027
2024-06-01,Sui,8076356,0.014650652610457976
2024-06-02,Aptos,10390000,0.018867256789061395
2024-06-02,Ethereum,424145467,0.7702080309726049
2024-06-02,Mantle,41785369,0.07587827593346348
2024-06-02,Polygon,11746209,0.02133000399431993
2024-06-02,Solana,54538315,0.0990364190517535
2024-06-02,Sui,8084129,0.014680013258796738
2024-06-03,Aptos,10390000,0.01867228535082081
2024-06-03,Ethereum,429986425,0.77274583489695
2024-06-03,Mantle,41785369,0.07509416106422925
2024-06-03,Polygon,11703902,0.021033551286048353
2024-06-03,Solana,54497602,0.09793982439648344
2024-06-03,Sui,8076356,0.014514343005468118
2024-06-04,Aptos,10420000,0.017551267593728777
2024-06-04,Ethereum,466939163,0.7865042418238712
2024-06-04,Mantle,41906019,0.0705857728653438
2024-06-04,Polygon,11699905,0.01970711741614254
2024-06-04,Solana,54624550,0.09200864627994407
2024-06-04,Sui,8099676,0.013642954020969551
2024-06-05,Aptos,10390000,0.017582781002167612
2024-06-05,Ethereum,464748681,0.7864845311904963
2024-06-05,Mantle,41825586,0.07078056967519997
2024-06-05,Polygon,11377980,0.019254719017039755
2024-06-05,Solana,54500433,0.0922299497557564
2024-06-05,Sui,8076356,0.013667449359339983
2024-06-06,Aptos,10400000,0.01742253339402942
2024-06-06,Ethereum,470348148,0.7879477226297973
2024-06-06,Mantle,41785369,0.0700006718061867
2024-06-06,Polygon,11717873,0.019630291697066895
2024-06-06,Solana,54592595,0.09145589513982919
2024-06-06,Sui,8084129,0.013542885333090544
2024-06-07,Aptos,10019047,0.01606859659566109
2024-06-07,Ethereum,497476270,0.797854875672724
2024-06-07,Mantle,41704935,0.06688657878970596
2024-06-07,Polygon,11778543,0.018890484888597465
2024-06-07,Solana,54469862,0.08735903116327626
2024-06-07,Sui,8068583,0.012940432890035245
2024-06-08,Aptos,10057693,0.015929461330612966
2024-06-08,Ethereum,504968927,0.799774162505022
2024-06-08,Mantle,41865803,0.06630742158898272
2024-06-08,Polygon,11766634,0.018636096895627632
2024-06-08,Solana,54638439,0.08653683316994816
2024-06-08,Sui,8091902,0.012816024509806546
2024-06-09,Aptos,10019047,0.01596573274871946
2024-06-09,Ethereum,501517010,0.7991864446385835
2024-06-09,Mantle,41704935,0.0664584013342503
2024-06-09,Polygon,11762783,0.018744442436409426
2024-06-09,Solana,54469845,0.08679977128904305
2024-06-09,Sui,8060810,0.012845207552994344
2024-06-10,Aptos,9999724,0.015970100412717594
2024-06-10,Ethereum,500539463,0.7993886115894541
2024-06-10,Mantle,41624501,0.06647658081355684
2024-06-10,Polygon,11760444,0.018782065542823197
2024-06-10,Solana,54191235,0.08654633512276699
2024-06-10,Sui,8037490,0.012836306518681269
2024-06-11,Aptos,9999724,0.015968665011870213
2024-06-11,Ethereum,500636847,0.7994722756690005
2024-06-11,Mantle,41624501,0.06647060586424752
2024-06-11,Polygon,11741718,0.01875047365365751
2024-06-11,Solana,54168861,0.08650282701638173
2024-06-11,Sui,8037490,0.012835152784842532
2024-06-12,Aptos,9999724,0.015975611188876675
2024-06-12,Ethereum,500468772,0.799551518986581
2024-06-12,Mantle,41624501,0.0664995197774467
2024-06-12,Polygon,11749236,0.01877064067991803
2024-06-12,Solana,54057143,0.08636197344541774
2024-06-12,Sui,8037490,0.01284073592175988
2024-06-13,Aptos,10096339,0.01586151515944831
2024-06-13,Ethereum,510007268,0.8012298331911019
2024-06-13,Mantle,42026670,0.0660245920136132
2024-06-13,Polygon,11734862,0.018435661828216536
2024-06-13,Solana,54542418,0.08568703863251484
2024-06-13,Sui,8122995,0.012761359175105236
2024-06-14,Aptos,10096339,0.01562980381955894
2024-06-14,Ethereum,519456821,0.8041536843168345
2024-06-14,Mantle,42026670,0.06506007843925835
2024-06-14,Polygon,11722129,0.018146634796787492
2024-06-14,Solana,54542143,0.08443486247721375
2024-06-14,Sui,8122995,0.012574936150346988
2024-06-15,Aptos,10134986,0.015638057859033175
2024-06-15,Ethereum,521214865,0.8042229378371282
2024-06-15,Mantle,42187538,0.06509443231339053
2024-06-15,Polygon,11731111,0.018100843214656687
2024-06-15,Solana,54713765,0.08442212182192893
2024-06-15,Sui,8115222,0.012521606953862483
2024-06-16,Aptos,10067355,0.015566042860155851
2024-06-16,Ethereum,520532289,0.804841780255989
2024-06-16,Mantle,41906019,0.06479466432369828
2024-06-16,Polygon,11727068,0.018132274377129064
2024-06-16,Solana,54418671,0.08414160076591322
2024-06-16,Sui,8099676,0.012523637417114595
2024-06-17,Aptos,10095333,0.015918689065983777
2024-06-17,Ethereum,508128069,0.8012348613076705
2024-06-17,Mantle,41986453,0.06620576956605015
2024-06-17,Polygon,11356547,0.017907417274519905
2024-06-17,Solana,54507328,0.08594914167265125
2024-06-17,Sui,8107449,0.012784121113124361
2024-06-18,Aptos,10067355,0.015677019416944417
2024-06-18,Ethereum,515813517,0.8032316851378926
2024-06-18,Mantle,41918208,0.06527559232186754
2024-06-18,Polygon,11689254,0.018202662161768923
2024-06-18,Solana,54468163,0.08481854955510096
2024-06-18,Sui,8216274,0.012794491406425577
2024-06-19,Aptos,10096339,0.01569803872310557
2024-06-19,Ethereum,516598401,0.803220028882986
2024-06-19,Mantle,42038894,0.0653631168573609
2024-06-19,Polygon,11650192,0.018114007973347043
2024-06-19,Solana,54644668,0.0849628874659664
2024-06-19,Sui,8130768,0.012641920097234019
2024-06-20,Aptos,10057693,0.01575733259139276
2024-06-20,Ethereum,512113401,0.8023252632652726
2024-06-20,Mantle,41877979,0.06561000055960761
2024-06-20,Polygon,11650285,0.018252437763760954
2024-06-20,Solana,54495261,0.0853774272322445
2024-06-20,Sui,8091902,0.012677538587721485
2024-06-21,Aptos,10028708,0.015622666715843125
2024-06-21,Ethereum,515695580,0.8033477665491323
2024-06-21,Mantle,42119351,0.06561329564691822
2024-06-21,Polygon,11652378,0.018152011000920825
2024-06-21,Solana,54368572,0.08469506542341451
2024-06-21,Sui,8068583,0.012569194663771013
2024-06-22,Aptos,10057693,0.015670378566769914
2024-06-22,Ethereum,515654912,0.8034156223355025
2024-06-22,Mantle,41877980,0.06524794505177471
2024-06-22,Polygon,11650723,0.018152397372496187
2024-06-22,Solana,54495126,0.08490607681739998
2024-06-22,Sui,8091902,0.012607579856056714
2024-06-23,Aptos,10057693,0.015645972001152947
2024-06-23,Ethereum,516661271,0.803729819566584
2024-06-23,Mantle,41877980,0.06514632158138482
2024-06-23,Polygon,11645653,0.018116238065045615
2024-06-23,Solana,54495042,0.08477370519597822
2024-06-23,Sui,8091902,0.012587943589854406
2024-06-24,Aptos,10192955,0.015800455362050114
2024-06-24,Ethereum,517998584,0.8029676873975374
2024-06-24,Mantle,42441180,0.06578955465836296
2024-06-24,Polygon,11635998,0.018037366690219315
2024-06-24,Solana,54651244,0.0847168010947276
2024-06-24,Sui,8185181,0.012688134797102579
2024-06-25,Aptos,10067355,0.015617325241292779
2024-06-25,Arbitrum,196186,0.0003043401737386101
2024-06-25,Ethereum,521763379,0.8094031042750465
2024-06-25,Mantle,41918208,0.06502703916452345
2024-06-25,Polygon,8438870,0.013091082757982448
2024-06-25,Solana,54159224,0.08401632961428594
2024-06-25,Sui,8084129,0.012540778773130276
2024-06-26,Aptos,10202617,0.015750079587353975
2024-06-26,Arbitrum,196196,0.000302873528891705
2024-06-26,Ethereum,523377591,0.8079533626017322
